"CERT","CHCLASS1","CITYST","COST","FAILDATE","FIN","NAME","QBFASSET","QBFDEP","RESTYPE","RESTYPE1","SAVR"
1006,"NM","NEW BALTIMORE, MI",71005,"12/18/09","10162","CITIZENS STATE BANK",168551,157149,"FAILURE","PO","DIF"
28536,"SB","SANTA MONICA, CA",0,"12/18/09","10167","FIRST FEDERAL BANK OF CALIFORNIA,  A FEDERAL SAVINGS BANK",6143903,4538607,"FAILURE","PA","DIF"
26820,"SM","SPRINGFIELD, IL",0,"12/18/09","10166","INDEPENDENT BANKERS' BANK",585508,511473,"FAILURE","PI","DIF"
32276,"SB","IRONDALE, AL",303518,"12/18/09","10163","NEW SOUTH FEDERAL SAVINGS BANK",1464127,1163916,"FAILURE","PA","DIF"
26348,"NM","LA JOLLA, CA",286235,"12/18/09","10161","IMPERIAL CAPITAL BANK",4046888,2822300,"FAILURE","PA","DIF"
32167,"SB","PANAMA CITY, FL",597344,"12/18/09","10165","PEOPLES FIRST COMMUNITY BANK",1795420,1684443,"FAILURE","PA","DIF"
58315,"NM","ATLANTA, GA",99936,"12/18/09","10164","ROCKBRIDGE COMMERCIAL BANK",294024,291707,"FAILURE","PO","DIF"
4731,"SM","OVERLAND PARK, KS",93393,"12/11/09","10160","SOLUTIONSBANK",511103,421271,"FAILURE","PA","DIF"
22846,"N","MIAMI, FL",84535,"12/11/09","10158","REPUBLIC FEDERAL BANK, N.A.",433011,352695,"FAILURE","PA","DIF"
58399,"N","MESA, AZ",15047,"12/11/09","10159","VALLEY CAPITAL BANK, N.A.",40270,41312,"FAILURE","PA","DIF"
34663,"NM","ATLANTA, GA",316515,"12/04/09","10152","THE BUCKHEAD COMMUNITY BANK",856236,813668,"FAILURE","PA","DIF"
29776,"SB","CLEVELAND, OH",1754561,"12/04/09","10155","AMTRUST BANK",11438990,8558609,"FAILURE","PA","DIF"
32583,"SB","RESTON, VA",31837,"12/04/09","10156","GREATER ATLANTIC BANK",203262,179248,"FAILURE","PA","DIF"
10440,"NM","AURORA, IL",79365,"12/04/09","10154","BENCHMARK BANK",173062,182760,"FAILURE","PA","DIF"
12080,"NM","REIDSVILLE, GA",14705,"12/04/09","10153","THE TATNALL BANK",49612,47100,"FAILURE","PA","DIF"
26290,"N","NORCROSS, GA",34282,"12/04/09","10157","FIRST SECURITY NATIONAL BANK",127455,121645,"FAILURE","PA","DIF"
58016,"NM","FORT MYERS, FL",32236,"11/20/09","10151","COMMERCE BANK OF SOUTHWEST FLORIDA",70997,72821,"FAILURE","PA","DIF"
22427,"SM","NAPLES, FL",721767,"11/13/09","10149","ORION BANK",2612515,2169446,"FAILURE","PA","DIF"
57914,"N","SAN CLEMENTE, CA",33470,"11/13/09","10150","PACIFIC COAST NATIONAL BANK",131418,128867,"FAILURE","PA","DIF"
32267,"SB","SARASOTA, FL",307406,"11/13/09","10148","CENTURY BANK, A FEDERAL SAVINGS BANK",755923,659742,"FAILURE","PA","DIF"
30329,"SB","DETROIT, MI",8468,"11/06/09","10144","HOME FEDERAL SAVINGS BANK",12994,12730,"FAILURE","PA","DIF"
32469,"NM","SAN FRANCISCO, CA",632501,"11/06/09","10147","UNITED COMMERCIAL BANK",10895336,7653666,"FAILURE","PA","DIF"
19450,"NM","ST LOUIS, MO",11648,"11/06/09","10146","GATEWAY BANK OF ST LOUIS",26882,27534,"FAILURE","PA","DIF"
22286,"NM","SPARTA, GA",62318,"11/06/09","10145","UNITED SECURITY BANK",153639,149616,"FAILURE","PA","DIF"
35074,"NM","OAKDALE, MN",34308,"11/06/09","10143","PROSPERAN BANK",197442,182794,"FAILURE","PA","DIF"
25222,"N","TEAGUE, TX",6982,"10/30/09","10141","CITIZENS NATIONAL BANK",118236,97590,"FAILURE","PA","DIF"
34659,"N","LOS ANGELES, CA",290091,"10/30/09","10134","CALIFORNIA NATIONAL BANK",7781100,6145207,"FAILURE","PA","DIF"
11677,"N","CHICAGO, IL",26008,"10/30/09","10140","PARK NATIONAL BANK",4680881,3716626,"FAILURE","PA","DIF"
30006,"N","SAN FRANCISCO, CA",78725,"10/30/09","10139","PACIFIC NATIONAL BANK",2319263,1757986,"FAILURE","PA","DIF"
32218,"N","PHOENIX, AZ",13275,"10/30/09","10136","BANK USA, NA",213205,170685,"FAILURE","PA","DIF"
35291,"NM","LEMONT, IL",26348,"10/30/09","10137","COMMUNITY BANK OF LEMONT",81843,80688,"FAILURE","PA","DIF"
18776,"NM","HOUSTON, TX",14391,"10/30/09","10138","NORTH HOUSTON BANK",325474,307166,"FAILURE","PA","DIF"
23594,"N","SAN DIEGO, CA",40822,"10/30/09","10135","SAN DIEGO NATIONAL BANK",3594544,2891576,"FAILURE","PA","DIF"
33782,"NM","MADISONVILLE, TX",820,"10/30/09","10142","MADISONVILLE STATE BANK",256330,224653,"FAILURE","PA","DIF"
35038,"NM","WESTMONT, IL",86934,"10/23/09","10128","FIRST DUPAGE BANK",262093,253992,"FAILURE","PA","DIF"
57525,"NM","OSTEGO, MN",23476,"10/23/09","10133","RIVERVIEW COMMUNITY BANK",99057,75012,"FAILURE","PA","DIF"
57794,"NM","LAWRENCEVILLE, GA",44008,"10/23/09","10127","AMERICAN UNITED BANK",110094,102386,"FAILURE","PA","DIF"
57959,"SB","NAPLES, FL",31809,"10/23/09","10130","PARTNERS BANK",65498,64798,"FAILURE","PA","DIF"
35044,"N","BRADENTON, FL",62112,"10/23/09","10129","FLAGSHIP NATIONAL BANK",177563,170118,"FAILURE","PA","DIF"
58336,"NM","NAPLES, FL",43603,"10/23/09","10131","HILLCREST BANK FLORIDA",82774,83254,"FAILURE","PA","DIF"
18321,"SM","RACINE, WI",99463,"10/23/09","10132","BANK OF ELMWOOD",327444,272782,"FAILURE","PA","DIF"
23266,"SM","BAKERSFIELD, CA",80324,"10/16/09","10126","SAN JOAQUIN BANK",766359,626359,"FAILURE","PA","DIF"
57263,"N","PUEBLO, CO",8323,"10/02/09","10123","SOUTHERN COLORADO NATIONAL BANK",37142,29568,"FAILURE","PA","DIF"
34824,"SM","WARREN, MI",223098,"10/02/09","10125","WARREN BANK",504816,467767,"FAILURE","PA","DIF"
11416,"NM","SPRING GROVE, MN",18876,"10/02/09","10124","JENNINGS STATE BANK",52347,50801,"FAILURE","PA","DIF"
57151,"NM","ATLANTA, GA",961996,"09/25/09","10122","GEORGIAN BANK",2230230,1960123,"FAILURE","PA","DIF"
10100,"SM","COLUMBUS, IN",762774,"09/18/09","10120","IRWIN UNION BANK AND TRUST COMPANY",2839747,2254025,"FAILURE","PA","DIF"
57068,"SB","LOUISVILLE, KY",116298,"09/18/09","10121","IRWIN UNION BANK, FSB",518151,462611,"FAILURE","PA","DIF"
22868,"NM","LACEY, WA",213460,"09/11/09","10119","VENTURE BANK",968385,917729,"FAILURE","PA","DIF"
57736,"NM","WOODBURY, MN",24597,"09/11/09","10118","BRICKWELL COMMUNITY BANK",72576,64981,"FAILURE","PA","DIF"
13693,"N","CHICAGO, IL",32205,"09/11/09","10117","CORUS BANK, N.A.",7003321,7060693,"FAILURE","PA","DIF"
34875,"NM","FLAGSTAFF, AZ",49833,"09/04/09","10114","FIRST STATE BANK",107235,95734,"FAILURE","PA","DIF"
35030,"SB","ROLLING MEADOWS, IL",0,"09/04/09","10115","PLATINUM COMMUNITY BANK",147961,110186,"FAILURE","PO","DIF"
20203,"NM","OAK FOREST, IL",56911,"09/04/09","10113","INBANK",209848,209211,"FAILURE","PA","DIF"
25231,"NM","KANSAS CITY, MO",7548,"09/04/09","10112","FIRST BANK OF KANSAS CITY",15723,14479,"FAILURE","PA","DIF"
27732,"SB","SIOUX CITY, IA",102620,"09/04/09","10116","VANTUS BANK",503643,394369,"FAILURE","PA","DIF"
1909,"NM","FOREST LAKE, MN",89957,"08/28/09","10111","MAINSTREET BANK",458533,432818,"FAILURE","PA","DIF"
27197,"NM","VENTURA, CA",234599,"08/28/09","10110","AFFINITY BANK",1211431,905593,"FAILURE","PA","DIF"
28312,"SB","BALTIMORE, MD",50279,"08/28/09","10109","BRADFORD BANK",451888,382159,"FAILURE","PA","DIF"
34682,"SB","ATLANTA, GA",51023,"08/21/09","10107","EBANK",144688,131510,"FAILURE","PA","DIF"
22130,"SM","BIRMINGHAM, AL",126368,"08/21/09","10106","CAPITALSOUTH BANK",586586,539422,"FAILURE","PA","DIF"
57702,"NM","NEWNAN, GA",66684,"08/21/09","10108","FIRST COWETA",163755,154903,"FAILURE","PA","DIF"
32618,"SB","AUSTIN, TX",0,"08/21/09","10105","GUARANTY BANK",13464352,11984112,"FAILURE","PA","DIF"
31559,"SB","PITTSBURGH, PA",8913,"08/14/09","10104","DWELLING HOUSE SAVINGS AND LOAN",12947,12984,"FAILURE","PA","DIF"
34485,"N","GILBERT, AZ",53231,"08/14/09","10102","UNION BANK, NATIONAL ASSOCIATION",119529,110362,"FAILURE","PA","DIF"
9609,"NM","MONTGOMERY, AL",2958217,"08/14/09","10103","COLONIAL BANK",25455112,20072099,"FAILURE","PA","DIF"
34043,"SM","LAS VEGAS, NV",564375,"08/14/09","10100","COMMUNITY BANK OF NEVADA",1397798,1372744,"FAILURE","PO","DIF"
57645,"NM","PHOENIX, AZ",27476,"08/14/09","10101","COMMUNITY BANK OF ARIZONA",158517,143834,"FAILURE","PA","DIF"
27183,"N","VENICE, FL",25809,"08/07/09","10099","COMMUNITY NATIONAL BANK OF SARASOTA COUNTY",92528,92352,"FAILURE","PA","DIF"
23268,"SM","PRINEVILLE, OR",73699,"08/07/09","10092","COMMUNITY FIRST BANK",199508,180691,"FAILURE","PA","DIF"
27364,"NM","SARASOTA, FL",121293,"08/07/09","10098","FIRST STATE BANK",447667,394701,"FAILURE","PA","DIF"
18659,"NM","HARVEY, IL",795665,"07/31/09","10094","MUTUAL BANK",1595657,1546525,"FAILURE","PA","DIF"
32288,"SB","WEST CHESTER, OH",64067,"07/31/09","10096","PEOPLES COMMUNITY BANK",606153,538787,"FAILURE","PA","DIF"
34270,"NM","ELIZABTH, NJ",21934,"07/31/09","10097","FIRST BANKAMERICANO",163372,155463,"FAILURE","PA","DIF"
9873,"NM","ALTUS, OK",27098,"07/31/09","10093","FIRST STATE BANK OF ALTUS",90867,98161,"FAILURE","PA","DIF"
57604,"NM","JUPITER, FL",37174,"07/31/09","10095","INTEGRITY BANK",105298,98511,"FAILURE","PA","DIF"
8486,"NM","GRAY, GA",98201,"07/24/09","10088","SECURITY BANK OF JONES COUNTY",432712,375238,"FAILURE","PA","DIF"
27048,"NM","PERRY, GA",50980,"07/24/09","10087","SECURITY BANK OF HOUSTON COUNTY",371624,313155,"FAILURE","PA","DIF"
57430,"NM","ALPHARETTA, GA",49000,"07/24/09","10089","SECURITY BANK OF NORTH FULTON",190564,179523,"FAILURE","PA","DIF"
27367,"NM","MACON, GA",416013,"07/24/09","10085","SECURITY BANK OF BIBB COUNTY",943744,831437,"FAILURE","PA","DIF"
58065,"NM","WILLIAMSVILLE, NY",7875,"07/24/09","10091","WATERFORD VILLAGE BANK",55707,56145,"FAILURE","PA","DIF"
57105,"NM","WOODSTOCK, GA",102031,"07/24/09","10090","SECURITY BANK OF NORTH METRO",184184,182413,"FAILURE","PA","DIF"
57346,"NM","SUWANNEE, GA",193409,"07/24/09","10086","SECURITY BANK OF GWINNETT COUNTY",259182,256578,"FAILURE","PA","DIF"
34103,"SM","SIOUX FALLS, SD",110351,"07/17/09","10081","BANKFIRST",210844,232203,"FAILURE","PA","DIF"
23556,"N","RANCHO CUCAMONGA, CA",279317,"07/17/09","10083","VINEYARD BANK, NATIONAL ASSOCIATION",1638378,1526186,"FAILURE","PA","DIF"
34341,"NM","TEMECULA, CA",227400,"07/17/09","10082","TEMECULA VALLEY BANK",1396622,1276287,"FAILURE","PA","DIF"
34594,"NM","WINDER, GA",37998,"07/17/09","10084","FIRST PIEDMONT BANK",114113,108499,"FAILURE","PA","DIF"
22754,"NM","THERMOPOLIS, WY",32668,"07/10/09","10080","BANK OF WYOMING",70188,66598,"FAILURE","PA","DIF"
3644,"N","DANVILLE, IL",25057,"07/02/09","10078","THE FIRST NATIONAL BANK OF DANVILLE",148218,140185,"FAILURE","PA","DIF"
11710,"NM","WINCHESTER, IL",8340,"07/02/09","10077","THE FIRST STATE BANK OF WINCHESTER",30073,30806,"FAILURE","PA","DIF"
18390,"NM","WORTH, IL",132351,"07/02/09","10074","FOUNDERS BANK",889172,832160,"FAILURE","PA","DIF"
9262,"NM","ELIZABETH, IL",9890,"07/02/09","10073","THE ELIZABETH STATE BANK",55027,48131,"FAILURE","PA","DIF"
57667,"NM","DALLAS, TX",52700,"07/02/09","10079","MILLENNIUM STATE BANK OF TEXAS",118601,115478,"FAILURE","PA","DIF"
12093,"NM","CLINTON, IL",14597,"07/02/09","10076","THE JOHN WARNER BANK",69609,65179,"FAILURE","PA","DIF"
15302,"NM","OREGON, IL",18597,"07/02/09","10075","ROCK RIVER BANK",74808,74896,"FAILURE","PA","DIF"
35285,"SM","NEWNAN, GA",80745,"06/26/09","10069","NEIGHBORHOOD COMMUNITY BANK",212616,190070,"FAILURE","PA","DIF"
9744,"NM","PINE CITY, MN",24010,"06/26/09","10070","HORIZON BANK",84763,69254,"FAILURE","PA","DIF"
57436,"SM","VILLA RICA, GA",73882,"06/26/09","10068","COMMUNITY BANK OF WEST GEORGIA",201222,189398,"FAILURE","PO","DIF"
57332,"NM","LOS ANGELES, CA",45309,"06/26/09","10072","MIRAE BANK",480619,409951,"FAILURE","PA","DIF"
57893,"NM","IRVINE, CA",32168,"06/26/09","10071","METROPACIFIC BANK",75316,70078,"FAILURE","PA","DIF"
27837,"NM","WILMINGTON, NC",287359,"06/19/09","10065","COOPERATIVE BANK",966778,768479,"FAILURE","PA","DIF"
35251,"NM","FAYETTEVILLE, GA",136636,"06/19/09","10067","SOUTHERN COMMUNITY BANK",371695,297962,"FAILURE","PA","DIF"
4614,"N","ANTHONY, KS",33230,"06/19/09","10066","FIRST NATIONAL BANK OF ANTHONY",156954,142551,"FAILURE","PA","DIF"
17309,"NM","LINCOLNWOOD, IL",71728,"06/05/09","10064","BANK OF LINCOLNWOOD",212718,209285,"FAILURE","PA","DIF"
5757,"N","MACOMB, IL",39148,"05/22/09","10063","CITIZENS NATIONAL BANK",438560,393635,"FAILURE","PA","DIF"
35175,"NM","CHAMPAIGN, IL",103251,"05/22/09","10062","STRATEGIC CAPITAL BANK",546576,479384,"FAILURE","PA","DIF"
32247,"SB","CORAL GABLES, FL",5257822,"05/21/09","10061","BANKUNITED, FSB",13111463,8775985,"FAILURE","PA","DIF"
34843,"NM","BREMERTON, WA",83759,"05/08/09","10060","WESTSOUND BANK",334608,304464,"FAILURE","PA","DIF"
26535,"N","ATLANTA, GA",646933,"05/01/09","10059","SILVERTON BANK, NATIONAL ASSOCIATION",4157246,3314928,"FAILURE","PO","DIF"
57563,"NM","RIDGEWOOD, NJ",19094,"05/01/09","10058","CITIZENS COMMUNITY BANK",40657,40664,"FAILURE","PA","DIF"
35461,"NM","LAYTON, UT",115880,"05/01/09","10057","AMERICA WEST BANK",281564,286040,"FAILURE","PA","DIF"
57943,"NM","KENNESAW, GA",33740,"04/24/09","10053","AMERICAN SOUTHERN BANK",105950,105940,"FAILURE","PA","DIF"
32069,"NM","CALABASAS, CA",14884,"04/24/09","10054","FIRST BANK OF BEVERLY HILLS",1260354,866492,"FAILURE","PO","DIF"
34396,"SB","KETCHUM, ID",112083,"04/24/09","10055","FIRST BANK OF IDAHO, FSB",490656,370580,"FAILURE","PA","DIF"
34369,"SM","FARMINGTON HILLS, MI",50184,"04/24/09","10056","MICHIGAN HERITAGE BANK",167710,149065,"FAILURE","PA","DIF"
33824,"NM","ELKO, NV",20241,"04/17/09","10051","GREAT BASIN BANK OF NEVADA",238940,220834,"FAILURE","PA","DIF"
8266,"SB","SUGAR CREEK, MO",46849,"04/17/09","10052","AMERICAN STERLING BANK",166456,170946,"FAILURE","PA","DIF"
34639,"NM","WILMINGTON, NC",118565,"04/10/09","10049","CAPE FEAR BANK",492418,402820,"FAILURE","PA","DIF"
34881,"NM","GREELEY, CO",918904,"04/10/09","10050","NEW FRONTIER BANK",1774588,1496347,"FAILURE","PO","DIF"
22238,"N","ATLANTA, GA",308410,"03/27/09","10048","OMNI NATIONAL BANK",979585,813205,"FAILURE","PO","DIF"
18243,"NM","STOCKBRIDGE, GA",140390,"03/20/09","10047","FIRSTCITY BANK",285015,259056,"FAILURE","PO","DIF"
4754,"N","PAOLA, KS",134593,"03/20/09","10046","TEAMBANK, N.A.",669830,532520,"FAILURE","PA","DIF"
18896,"N","COLORADO SPRINGS, CO",12687,"03/20/09","10045","COLORADO NATIONAL BANK",123508,85150,"FAILURE","PA","DIF"
57558,"NM","COMMERCE, GA",43514,"03/06/09","10044","FREEDOM BANK OF GEORGIA",172454,159048,"FAILURE","PA","DIF"
20078,"NM","GLENWOOD, IL",49700,"02/27/09","10042","HERITAGE COMMUNITY BANK",235154,225735,"FAILURE","PA","DIF"
34820,"NM","HENDERSON, NV",34946,"02/27/09","10043","SECURITY SAVINGS BANK",238307,174872,"FAILURE","PA","DIF"
35399,"NM","SILVERTON, OR",40828,"02/20/09","10041","SILVER FALLS BANK",134206,115976,"FAILURE","PA","DIF"
16500,"NM","PITTSFIELD, IL",82172,"02/13/09","10037","CORN BELT BANK AND TRUST COMPANY",260201,233788,"FAILURE","PA","DIF"
5431,"NM","LOUP CITY, NE",42684,"02/13/09","10039","SHERMAN COUNTY BANK",135431,90647,"FAILURE","PA","DIF"
34563,"SM","CAPE CORAL, FL",202818,"02/13/09","10038","RIVERSIDE BANK OF THE GULF COAST",523673,422708,"FAILURE","PA","DIF"
57342,"NM","BEAVERTON, OR",10218,"02/13/09","10040","PINNACLE BANK",71921,64168,"FAILURE","PA","DIF"
22574,"SM","MERCED, CA",63204,"02/06/09","10034","COUNTY BANK",1711552,1324635,"FAILURE","PA","DIF"
23124,"NM","CULVER CITY, CA",119572,"02/06/09","10035","ALLIANCE BANK",1113361,951106,"FAILURE","PA","DIF"
57017,"NM","MCDONOUGH, GA",153065,"02/06/09","10036","FIRSTBANK FINANCIAL SERVICES",317237,279308,"FAILURE","PA","DIF"
58001,"NM","SALT LAKE CITY, UT",171975,"01/30/09","10031","MAGNET BANK",300674,282578,"FAILURE","PO","DIF"
26538,"N","OCALA, FL",95487,"01/30/09","10032","OCALA NATIONAL BANK",219424,204663,"FAILURE","PA","DIF"
30763,"SB","CROFTON, MD",73819,"01/30/09","10033","SUBURBAN FEDERAL SAVINGS BANK",347408,301847,"FAILURE","PA","DIF"
33025,"NM","REDLANDS, CA",139788,"01/23/09","10030","1ST CENTENNIAL BANK",797959,678570,"FAILURE","PI","DIF"
33318,"N","WILMINGTON, DE",,"01/16/09","0","FIA CARD SERVICES N.A.",159637136,9816599,"ASSISTANCE","A/A","***"
34571,"SB","NEW YORK, NY",,"01/16/09","0","MERRILL LYNCH BANK & TRUST CO FSB",37986413,28539028,"ASSISTANCE","A/A","***"
34959,"NM","VANCOUVER, WA",152090,"01/16/09","10029","BANK OF CLARK COUNTY",441085,377506,"FAILURE","PI","DIF"
35453,"N","PORTLAND, OR",,"01/16/09","0","BANK OF AMERICA OREGON N.A.",11526309,500,"ASSISTANCE","A/A","***"
3510,"N","CHARLOTTE, NC",,"01/16/09","0","BANK OF AMERICA N.A.",1471631047,954677580,"ASSISTANCE","A/A","***"
33143,"SB","ALEXANDRIA, VA",,"01/16/09","0","COUNTRYWIDE BANK FSB",117978966,43663251,"ASSISTANCE","A/A","***"
58032,"N","PROVIDENCE, RI",,"01/16/09","0","BANK OF AMERICA RHODE ISLAND N.A.",35410586,500,"ASSISTANCE","A/A","***"
19733,"N","BERKELEY, IL",80513,"01/16/09","10028","NATIONAL BANK OF COMMERCE",419741,395868,"FAILURE","PA","DIF"
25178,"N","SAN FRANCISCO, CA",,"01/16/09","0","BANK OF AMERICA CALIFORNIA N.A.",21502223,500,"ASSISTANCE","A/A","***"
27374,"NM","SALT LAKE CITY, UT",,"01/16/09","0","MERRILL LYNCH BANK USA",61809503,53620324,"ASSISTANCE","A/A","***"
11568,"NM","SANDERSON, TX",8284,"12/12/08","10026","SANDERSON STATE BANK",38217,32012,"FAILURE","PA","DIF"
35379,"NM","DULUTH, GA",249363,"12/12/08","10027","HAVEN TRUST BANK",559551,489692,"FAILURE","PA","DIF"
34301,"SM","JACKSON, GA",88065,"12/05/08","10025","FIRST GEORGIA COMMUNITY BANK",256371,215287,"FAILURE","PA","DIF"
58180,"N","SIOUX FALLS, SD",,"11/23/08","0","DEPARTMENT STORES NATIONAL BANK",374903,300881,"ASSISTANCE","A/A","***"
18708,"SB","WILMINGTON, DE",,"11/23/08","0","CITICORP TRUST BANK, FSB",19599414,7231013,"ASSISTANCE","A/A","***"
23360,"N","SIOUX FALLS, SD",,"11/23/08","0","CITIBANK (SOUTH DAKOTA), N.A.",77737957,42356986,"ASSISTANCE","A/A","***"
7213,"N","LAS VEGAS, NV",,"11/23/08","0","CITIBANK, NATIONAL ASSOCIATION",1207007000,230042000,"ASSISTANCE","A/A","***"
18923,"NM","CENTURY CITY, CA",,"11/23/08","0","CITIBANK (BANAMEX USA)",1322720,876086,"ASSISTANCE","A/A","***"
16490,"NM","LOGANVILLE, GA",338206,"11/21/08","10022","THE COMMUNITY BANK",634901,603733,"FAILURE","PA","DIF"
30968,"SB","NEWPORT BEACH, CA",197162,"11/21/08","10023","DOWNEY SAVINGS AND LOAN ASSOCIATION, F.A.",12779371,9653169,"FAILURE","PA","DIF"
28344,"SB","POMONA, CA",267384,"11/21/08","10024","PFF BANK & TRUST",3715433,2393845,"FAILURE","PA","DIF"
23595,"NM","SAN DIEGO, CA",150397,"11/07/08","10020","SECURITY PACIFIC BANK",527959,456472,"FAILURE","PA","DIF"
26870,"SB","HOUSTON, TX",687317,"11/07/08","10021","FRANKLIN BANK, SSB",5089260,3692887,"FAILURE","PA","DIF"
57930,"NM","BRADENTON, FL",114755,"10/31/08","10019","FREEDOM BANK",270842,256793,"FAILURE","PA","DIF"
58241,"NM","ALPHARETTA, GA",213402,"10/24/08","10018","ALPHA BANK & TRUST",354090,344231,"FAILURE","PI","DIF"
57654,"NM","NORTHVILLE, MI",56318,"10/10/08","10016","MAIN STREET BANK",112368,98934,"FAILURE","PA","DIF"
13789,"NM","ELDRED, IL",16618,"10/10/08","10017","MERIDIAN BANK",38223,36090,"FAILURE","PA","DIF"
32633,"SB","HENDERSON, NV",0,"09/25/08","10015","WASHINGTON MUTUAL BANK",307021614,188260793,"FAILURE","PA","DIF"
6782,"SB","NORTHFORK, WV",38290,"09/19/08","10014","AMERIBANK, INC.",103965,100901,"FAILURE","PA","DIF"
34194,"NM","HENDERSON, NV",728849,"09/05/08","10013","SILVER STATE BANK",1957120,1733091,"FAILURE","PI","DIF"
35469,"NM","ALPHARETTA, GA",471721,"08/29/08","10012","INTEGRITY BANK",1107514,962456,"FAILURE","PA","DIF"
22728,"NM","TOPEKA, KS",337106,"08/22/08","10011","THE COLUMBIAN BANK AND TRUST COMPANY",735071,620354,"FAILURE","PI","DIF"
57523,"NM","BRADENTON, FL",95555,"08/01/08","10010","FIRST PRIORITY BANK",258610,226698,"FAILURE","PI","DIF"
27011,"N","RENO, NV",725138,"07/25/08","10008","FIRST NATIONAL BANK OF NEVADA",3411145,3038053,"FAILURE","PA","DIF"
57961,"N","NEWPORT BEACH, CA",92139,"07/25/08","10009","FIRST HERITAGE BANK N.A.",255376,234812,"FAILURE","PA","DIF"
29730,"SB","PASADENA, CA",12233390,"07/11/08","10007","INDYMAC BANK F.S.B",30698512,18941727,"FAILURE","PI","DIF"
12736,"N","STAPLES, MN",10305,"05/30/08","10006","FIRST INTEGRITY BANK, N.A.",52916,50178,"FAILURE","PA","DIF"
33901,"N","BENTONVILLE, AR",1029987,"05/09/08","10005","ANB FINANCIAL NATIONAL ASSOCIATION",1895545,1815691,"FAILURE","PI","DIF"
1971,"NM","HUME, MO",4085,"03/07/08","10004","HUME BANK",18682,13566,"FAILURE","PI","DIF"
24660,"N","KANSAS CITY, MO",7157,"01/25/08","10003","DOUGLASS NATIONAL BANK",52824,50250,"FAILURE","PA","DIF"
16848,"NM","LAKEVIEW, OH",28394,"10/04/07","10002","MIAMI VALLEY BANK",125362,119601,"FAILURE","PI","DIF"
32575,"SB","ALPHARETTA, GA",124019,"09/28/07","10001","NETBANK",2473806,2290046,"FAILURE","PI","DIF"
35353,"SB","PITTSBURGH, PA",9438,"02/02/07","10000","METROPOLITAN SAVINGS BANK",15760,14540,"FAILURE","PI","DIF"